,Date,rainfall,cloudamount,sunshine,humidity,maxtemp,mintemp
4427,2009-12-13,0,0,4.6,90,25.6,14.8
4775,2009-12-14,0,0,8,84,27.5,14.5
5123,2009-12-15,0,0,7,85,27,15.5
5471,2009-12-16,0,1,6.3,83,27.5,15.6
5819,2009-12-17,0,2,6.1,80,29,18.3
6167,2009-12-18,0,1,7.1,79,29.2,16.5
6515,2009-12-19,0,1,7.2,80,28,19.8
6863,2009-12-20,0,1,5.3,78,27,18
7211,2009-12-21,0,0,8.9,73,25.5,13.4
7559,2009-12-22,0,0,7.2,77,24.8,12
7907,2009-12-23,0,0,8.6,77,25.2,12
8255,2009-12-24,0,0,8.6,76,24,11.5
8603,2009-12-25,0,0,6.6,77,23.8,10.3
8951,2009-12-26,0,0,8.7,75,24.2,10.4
9299,2009-12-27,0,0,8.6,73,24,9.8
9647,2009-12-28,0,0,7.9,75,23.8,10
9979,2009-12-29,0,0,8.1,74,24.6,10.4
10300,2009-12-30,0,1,7.3,74,24.8,9.8
10535,2009-12-31,0,1,4.5,78,23.6,11.6
252,2010-01-01,0,0,7.7,79,23.5,11.5
600,2010-01-02,0,0,8,83,24.2,12
948,2010-01-03,0,0,8.1,82,23,12.1
1296,2010-01-04,0,0,7.5,85,19.5,10.5
1644,2010-01-05,0,0,7.6,80,23.5,11.2
1992,2010-01-06,0,0,8.3,81,23.4,11.5
2340,2010-01-07,0,0,8.4,84,24.5,11.7
2688,2010-01-08,0,0,8.6,81,26.3,11.5
3036,2010-01-09,0,0,8.6,75,26,12.5
3384,2010-01-10,0,0,8.8,71,25.5,11.5
3732,2010-01-11,0,0,8.1,73,23,12.5
4080,2010-01-12,0,0,8.4,76,21.4,10
4428,2010-01-13,0,4,6.3,77,22,9.5
4776,2010-01-14,0,5,1.7,79,23.2,14.1
5124,2010-01-15,0,1,7.9,82,24.4,14.2
5472,2010-01-16,0,4,7.9,78,23.7,13.5
5820,2010-01-17,0,5,2.9,84,19.4,13.2
6168,2010-01-18,0,5,2,95,14.7,11.5
6516,2010-01-19,0,2,0,89,20,12.4
6864,2010-01-20,0,3,4.1,87,21.7,12.4
7212,2010-01-21,0,0,9,79,26,11.5
7560,2010-01-22,0,0,9.7,75,26,10.2
7908,2010-01-23,0,0,9.5,79,26.4,11.5
8256,2010-01-24,0,0,9.5,73,26.6,12.1
8604,2010-01-25,0,0,8.8,76,28,12
8952,2010-01-26,0,0,9,76,27.8,12.5
9300,2010-01-27,0,0,9.6,71,27,12.5
9648,2010-01-28,0,1,9.2,72,27,11
9980,2010-01-29,0,0,9.4,71,26.8,11.5
10301,2010-01-30,0,0,9.1,73,27.5,12
10536,2010-01-31,0,0,8.8,73,28,12.6
253,2010-02-01,0,1,8.7,66,27.5,12.4
601,2010-02-02,0,0,9.2,69,28,12
949,2010-02-03,0,0,8.7,73,27.8,14
1297,2010-02-04,0,0,9.1,71,27.8,12
1645,2010-02-05,0,0,8.8,69,26.7,13.2
1993,2010-02-06,0,0,8.9,72,27.7,12.7
2341,2010-02-07,0,0,8.7,70,28.2,13
2689,2010-02-08,0,1,7.8,75,28.2,14.8
3037,2010-02-09,0,2,5.6,76,29,16
3385,2010-02-10,0,4,3.9,79,28.2,16.5
3733,2010-02-11,0,1,8.1,71,30.5,17
4081,2010-02-12,0,0,9,69,30,16.2
4429,2010-02-13,0,0,9.1,76,29.7,17.2
4777,2010-02-14,0,0,7.6,78,29.5,18
5125,2010-02-15,0,1,7.7,72,28,18.5
5473,2010-02-16,0,3,6.8,71,30,18.5
5821,2010-02-17,2,5,2.7,86,28.5,21.3
6169,2010-02-18,0,2,7.7,67,28.7,20.5
6517,2010-02-19,0,2,9,65,29,15.5
6865,2010-02-20,0,1,8.5,79,29.2,16
7213,2010-02-21,0,0,9,69,30,15.4
7561,2010-02-22,0,2,8.9,67,30,15
7909,2010-02-23,0,2,8.8,64,31.5,15.8
8257,2010-02-24,0,4,6.6,78,31.4,20.1
8605,2010-02-25,0,3,5,82,30.4,21
8953,2010-02-26,0,2,7.6,79,32,22.4
9301,2010-02-27,0,0,8.7,73,31.5,20
9649,2010-02-28,0,0,8.7,68,33,19
254,2010-03-01,0,0,8.8,70,34.5,20
602,2010-03-02,0,0,9.1,70,35.5,22.5
950,2010-03-03,0,1,8.3,70,35.2,22.8
1298,2010-03-04,0,2,8.3,75,34,23.5
1646,2010-03-05,0,2,8.2,75,33.6,25.2
1994,2010-03-06,0,3,8.1,74,34.3,25.6
2342,2010-03-07,0,2,9.3,72,34.8,24.5
2690,2010-03-08,0,1,8,72,33.8,24
3038,2010-03-09,0,0,9.7,65,33.7,20.5
3386,2010-03-10,0,0,10.5,59,32.5,19.5
3734,2010-03-11,0,1,9.2,65,33.4,18.6
4082,2010-03-12,0,0,7.8,74,33.4,21
4430,2010-03-13,0,3,7.4,62,33.8,20.2
4778,2010-03-14,0,3,5.6,74,35.5,23
5126,2010-03-15,11,3,7.4,71,35.5,22.5
5474,2010-03-16,3,1,9.1,75,34.3,21
5822,2010-03-17,0,4,8.5,71,34,22.5
6170,2010-03-18,0,1,9.3,66,35.5,23.6
6518,2010-03-19,0,0,10.2,69,35.8,20.6
6866,2010-03-20,0,0,9.8,72,35.7,21
7214,2010-03-21,0,0,9.5,61,37.5,22.6
7562,2010-03-22,0,1,8.3,73,37.6,24
7910,2010-03-23,0,2,8.4,75,36.6,25.4
8258,2010-03-24,0,0,9.2,73,35.5,25.4
8606,2010-03-25,0,2,9.2,76,35,25.5
8954,2010-03-26,0,4,6.6,74,34.7,27
9302,2010-03-27,0,4,7,72,34,25.6
9650,2010-03-28,0,6,6.4,76,33.2,25.7
9981,2010-03-29,0,6,9,75,34.8,26.8
10302,2010-03-30,0,5,7.9,76,34.3,27
10537,2010-03-31,0,6,6.6,78,34.6,27.8
255,2010-04-01,0,4,8.8,75,36.6,27.2
603,2010-04-02,0,3,8.6,76,36,27.5
951,2010-04-03,0,2,8.8,76,35,26.5
1299,2010-04-04,0,4,7.6,74,34.5,27.5
1647,2010-04-05,0,3,8.2,77,35,26.6
1995,2010-04-06,0,1,9.1,73,37.4,27
2343,2010-04-07,0,2,8.4,74,36.5,26
2691,2010-04-08,0,1,9.6,69,37.5,25.5
3039,2010-04-09,0,2,9.4,68,38.7,26
3387,2010-04-10,0,3,9.5,69,38.8,26.2
3735,2010-04-11,0,3,8.1,75,36.7,27.8
4083,2010-04-12,0,4,8.1,73,35.5,27.5
4431,2010-04-13,0,5,9.3,73,35.2,28
4779,2010-04-14,0,4,9.7,71,35.5,28.5
5127,2010-04-15,0,3,8.7,72,36.2,27.4
5475,2010-04-16,0,2,10.2,71,36.5,25.3
5823,2010-04-17,0,4,9.3,70,35,25.4
6171,2010-04-18,0,5,5.8,73,34.8,27.5
6519,2010-04-19,0,6,9,75,34.6,28.2
6867,2010-04-20,0,3,9.9,74,36.5,27.4
7215,2010-04-21,0,5,8.3,73,36,28.5
7563,2010-04-22,0,5,9.2,72,36.8,28.5
7911,2010-04-23,0,5,9,69,36.3,28.5
8259,2010-04-24,0,5,8.6,71,35.6,28.4
8607,2010-04-25,0,4,9.5,69,36.7,28
8955,2010-04-26,0,6,9.4,74,35.5,28.5
9303,2010-04-27,19,4,10,72,35,21
9651,2010-04-28,1,6,9.3,72,35.7,25.5
9982,2010-04-29,0,3,10.4,64,36.8,22.8
10303,2010-04-30,1,6,9.8,77,36.4,27.5
256,2010-05-01,20,2,10,73,36.5,24
604,2010-05-02,0,5,9,78,37.5,27.5
952,2010-05-03,10,4,10.2,73,36.5,23.4
1300,2010-05-04,1,4,7.3,80,36,24
1648,2010-05-05,2,4,9.7,78,36,24.2
1996,2010-05-06,2,4,2.8,76,33,22.5
2344,2010-05-07,0,5,9,77,35.5,25
2692,2010-05-08,10,3,9.6,74,35.2,21.8
3040,2010-05-09,0,3,9.8,76,36.6,26.6
3388,2010-05-10,0,3,9.6,76,37,28.8
3736,2010-05-11,0,4,9.1,76,36.8,28.5
4084,2010-05-12,0,4,7.6,74,36.2,29
4432,2010-05-13,0,6,7.1,74,36.4,29
4780,2010-05-14,0,6,8.3,79,37,28.6
5128,2010-05-15,21,3,10.1,73,36.2,22
5476,2010-05-16,0,3,9.6,73,38.2,28.5
5824,2010-05-17,0,3,10.4,69,37.3,27.2
6172,2010-05-18,0,4,8.1,69,37,27.2
6520,2010-05-19,0,4,6.1,74,34.6,28
6868,2010-05-20,0,5,7.2,70,35.6,28.5
7216,2010-05-21,3,7,0.7,86,32,24
7564,2010-05-22,6,8,0.1,89,31.5,25
7912,2010-05-23,12,6,4.2,84,34.5,24
8260,2010-05-24,1,7,1.9,84,31.6,25.4
8608,2010-05-25,0,5,6.2,80,34.8,25
8956,2010-05-26,0,4,6.1,78,36.7,27.6
9304,2010-05-27,10,5,7.3,80,34,22.5
9652,2010-05-28,45,3,7.9,82,33.5,23
9983,2010-05-29,0,5,5,82,35.4,27
10304,2010-05-30,3,3,6.1,77,36.8,26.6
10538,2010-05-31,0,7,3.4,86,32.8,29.4
257,2010-06-01,36,4,8.8,81,36.2,23.6
605,2010-06-02,1,5,9.8,77,36.6,26.6
953,2010-06-03,0,7,6,76,35.4,29.3
1301,2010-06-04,11,6,5.6,84,35.2,25
1649,2010-06-05,7,4,8.7,74,36.5,25.2
1997,2010-06-06,0,7,5.7,79,35.7,28.8
2345,2010-06-07,2,4,6.2,78,35.5,25.5
2693,2010-06-08,0,4,3,75,36.6,29
3041,2010-06-09,0,4,9,70,37.5,25.5
3389,2010-06-10,0,2,7.8,77,36.2,28.5
3737,2010-06-11,0,4,8.8,74,36,27.5
4085,2010-06-12,0,7,5.8,89,34,28
4433,2010-06-13,35,7,0.7,93,31.5,25.5
4781,2010-06-14,11,6,1.7,89,32.5,25.5
5129,2010-06-15,0,7,0,87,33,26.6
5477,2010-06-16,0,6,4.6,77,36.2,28.5
5825,2010-06-17,3,6,0,94,31.5,26.5
6173,2010-06-18,36,6,4.8,86,34,25
6521,2010-06-19,1,7,0.2,88,30.2,26.4
6869,2010-06-20,2,6,5.4,87,33,26.3
7217,2010-06-21,9,8,6,85,34,27.5
7565,2010-06-22,0,6,1.1,84,33.8,27.8
7913,2010-06-23,0,5,4.3,84,35.3,28.2
8261,2010-06-24,2,7,6.3,82,34,27.5
8609,2010-06-25,2,7,0,92,30.5,26
8957,2010-06-26,30,7,0,93,29,26.3
9305,2010-06-27,36,8,3.6,91,32.6,26.2
9653,2010-06-28,28,8,0,93,29.7,26.5
9984,2010-06-29,12,8,1.9,89,34.5,25
10305,2010-06-30,23,7,3.2,83,33.3,24.6
258,2010-07-01,0,5,4.9,84,33.4,27
606,2010-07-02,1,5,8.7,84,34.2,27.3
954,2010-07-03,0,5,0.8,88,32,27.3
1302,2010-07-04,15,5,9.4,83,33,26.5
1650,2010-07-05,0,6,4.7,84,34.2,27
1998,2010-07-06,17,5,8.7,81,33,26.5
2346,2010-07-07,1,4,3.3,79,33.6,26.4
2694,2010-07-08,6,4,7.3,77,34.5,27
3042,2010-07-09,1,5,9,80,34.7,27.5
3390,2010-07-10,0,4,9.1,79,36,27.5
3738,2010-07-11,0,8,0,92,31.4,27.5
4086,2010-07-12,44,7,1.5,87,32.5,25
4434,2010-07-13,1,6,0,89,30.4,26.9
4782,2010-07-14,1,5,6,86,33.5,26.5
5130,2010-07-15,1,5,6.3,84,33.8,27.4
5478,2010-07-16,5,4,8.4,83,34.3,27.2
5826,2010-07-17,11,5,7.2,83,34.5,27.4
6174,2010-07-18,1,6,6.1,84,34.7,27.5
6522,2010-07-19,2,6,6.4,79,34.5,27.8
6870,2010-07-20,0,7,4.7,84,32.5,28.2
7218,2010-07-21,0,7,1.4,85,32,27.3
7566,2010-07-22,0,6,3.8,84,33.2,27.5
7914,2010-07-23,0,6,3.6,89,33,27.5
8262,2010-07-24,1,6,4.8,85,32.8,27
8610,2010-07-25,1,7,5.9,84,32.8,26.8
8958,2010-07-26,16,8,2.2,91,30.8,26
9306,2010-07-27,22,5,8.6,79,34,26.4
9654,2010-07-28,0,4,12,73,35,27.5
9985,2010-07-29,0,7,4.8,81,33.8,27.8
10306,2010-07-30,18,8,0,92,29.6,25.6
10539,2010-07-31,15,7,1.6,91,29.4,25.4
259,2010-08-01,13,5,3.3,86,31.5,25.1
607,2010-08-02,17,5,6.8,86,33.5,26.5
955,2010-08-03,21,6,4.5,85,33.4,26.1
1303,2010-08-04,6,6,5.2,80,33.5,27
1651,2010-08-05,3,6,2.5,90,31.3,26.8
1999,2010-08-06,24,5,5.5,88,32,25.5
2347,2010-08-07,2,4,8.9,83,33.4,27
2695,2010-08-08,21,5,6.1,80,34.5,26.5
3043,2010-08-09,0,4,9.3,77,34.6,27.2
3391,2010-08-10,0,4,7.4,77,35.4,27.4
3739,2010-08-11,0,5,7.3,85,33.4,28.8
4087,2010-08-12,0,7,0.8,88,34.8,27.4
4435,2010-08-13,3,6,2.4,84,33,27.4
4783,2010-08-14,0,8,0.6,89,31,27.3
5131,2010-08-15,0,6,5.2,83,32.5,27.5
5479,2010-08-16,0,7,7.6,81,34,27
5827,2010-08-17,1,7,6.7,84,34,27.4
6175,2010-08-18,24,6,5.5,82,34.2,27.5
6523,2010-08-19,0,8,1.6,90,33.4,27.4
6871,2010-08-20,5,7,2.2,91,31,27
7219,2010-08-21,22,6,7.3,85,33.4,26
7567,2010-08-22,0,6,5.8,80,35,27.2
7915,2010-08-23,0,5,3.7,78,34,27.5
8263,2010-08-24,0,6,4,82,33,27.8
8611,2010-08-25,0,7,5.7,80,35,27.5
8959,2010-08-26,0,6,4,80,33.7,27.5
9307,2010-08-27,0,6,1.7,89,32,27.5
9655,2010-08-28,33,5,6.1,84,33.2,26.2
9986,2010-08-29,0,6,3.3,88,32,26.9
10307,2010-08-30,10,4,9.1,80,33.6,27
10540,2010-08-31,0,3,6.1,78,33,27
260,2010-09-01,1,4,3.5,85,33,26.5
608,2010-09-02,2,4,9,76,35.5,27
956,2010-09-03,0,5,9,78,35,27.4
1304,2010-09-04,0,5,5.6,83,33.4,27.5
1652,2010-09-05,8,4,6.7,86,34.2,26.8
2000,2010-09-06,8,4,6.7,83,33.4,27
2348,2010-09-07,1,5,7.4,82,34.5,27.4
2696,2010-09-08,3,5,2.5,88,32,26.8
3044,2010-09-09,11,5,7.3,84,33.6,26.2
3392,2010-09-10,7,5,7,82,34.5,27.4
3740,2010-09-11,1,6,8.2,84,34.2,27.5
4088,2010-09-12,1,5,1.8,86,33.4,26.6
4436,2010-09-13,0,7,3.2,90,33,26.8
4784,2010-09-14,4,7,0.2,92,30.5,25.5
5132,2010-09-15,24,7,0,92,30,25.5
5480,2010-09-16,18,5,7.5,83,33,25
5828,2010-09-17,0,5,4.8,90,32,26.6
6176,2010-09-18,17,6,2.4,92,31.2,26
6524,2010-09-19,32,6,0.1,96,29.6,25.2
6872,2010-09-20,12,5,5.6,85,32.6,24.8
7220,2010-09-21,2,6,6.7,84,34.4,26.4
7568,2010-09-22,0,7,2.8,86,32.5,26.5
7916,2010-09-23,0,4,6.9,82,34,26
8264,2010-09-24,0,4,9.7,80,33.8,26.6
8612,2010-09-25,0,6,4.3,80,34.2,26.5
8960,2010-09-26,0,3,5.4,82,34.5,26.3
9308,2010-09-27,0,3,8.5,79,35,26.5
9656,2010-09-28,0,5,4.9,85,34.2,27.6
9987,2010-09-29,5,2,9,80,33.5,26
10308,2010-09-30,0,4,7.9,83,35,25.5
261,2010-10-01,22,3,10.3,78,35,26
609,2010-10-02,0,2,9.5,82,34.5,26.6
957,2010-10-03,0,2,9.6,79,35.5,26.8
1305,2010-10-04,0,2,8.9,79,35.6,28
1653,2010-10-05,0,5,4.5,89,36,27.5
2001,2010-10-06,9,8,0,94,27.1,25.4
2349,2010-10-07,25,8,0,96,26.8,23.9
2697,2010-10-08,51,8,0,98,27.2,24.5
3045,2010-10-09,101,7,0.2,93,27,23.5
3393,2010-10-10,0,2,9.8,84,31.8,22.8
3741,2010-10-11,0,2,9.3,82,32.5,24.2
4089,2010-10-12,0,4,8.6,81,32.5,24.4
4437,2010-10-13,0,5,7.8,85,33,25.5
4785,2010-10-14,1,7,3.3,88,33.3,26
5133,2010-10-15,30,5,9.4,78,32.7,25.5
5481,2010-10-16,5,5,3.7,89,30.6,25
5829,2010-10-17,17,5,6.2,82,33.4,24.7
6177,2010-10-18,0,2,9.2,83,34,26.3
6525,2010-10-19,0,4,9.3,80,34.8,26.3
6873,2010-10-20,0,4,9.3,78,35,26.6
7221,2010-10-21,0,6,4,87,33.5,25
7569,2010-10-22,11,6,2.4,93,32.5,25.9
7917,2010-10-23,59,5,4.4,87,32,25
8265,2010-10-24,0,4,8.9,82,34,25.2
8613,2010-10-25,0,4,7.5,79,34,25.3
8961,2010-10-26,0,7,2.5,82,32.2,25.3
9309,2010-10-27,1,5,6.8,81,32.2,23.5
9657,2010-10-28,0,1,8.8,77,32.6,23.5
9988,2010-10-29,0,0,9.2,77,31.2,22
10309,2010-10-30,0,0,9.3,80,31.5,21.5
10541,2010-10-31,0,5,5.7,84,33,22
262,2010-11-01,0,8,0.1,84,27.5,25
610,2010-11-02,0,6,1.1,79,27.5,21.4
958,2010-11-03,0,1,10.1,79,31,21.7
1306,2010-11-04,0,1,9.8,80,30.7,21
1654,2010-11-05,0,0,9.9,81,32.2,21
2002,2010-11-06,0,2,7.7,81,32.3,21.6
2350,2010-11-07,0,3,7.1,80,32,23
2698,2010-11-08,0,3,5.5,79,32.2,22.5
3046,2010-11-09,0,1,9.6,75,32,22.4
3394,2010-11-10,0,0,9.8,78,31.5,20.3
3742,2010-11-11,0,1,9.2,76,31.7,21
4090,2010-11-12,0,1,8.9,80,31.5,20.5
4438,2010-11-13,0,3,6.4,81,31,22
4786,2010-11-14,0,2,7.3,85,31,21.8
5134,2010-11-15,0,1,8,81,31.2,22
5482,2010-11-16,0,1,4.5,83,30.6,20.6
5830,2010-11-17,0,2,4.6,85,31.6,22.8
6178,2010-11-18,0,3,3,85,31.4,23.8
6526,2010-11-19,0,3,3.2,85,31.7,23.8
6874,2010-11-20,0,4,3.2,83,30.8,22.5
7222,2010-11-21,0,2,7.6,74,29.2,21.5
7570,2010-11-22,0,0,8.6,73,29.5,17
7918,2010-11-23,0,0,7.8,77,28.2,16.4
8266,2010-11-24,0,0,8.6,78,30,17
8614,2010-11-25,0,0,7.8,79,30.5,18.4
8962,2010-11-26,0,3,6.2,80,30.5,20
9310,2010-11-27,0,2,4.9,82,30.4,21
9658,2010-11-28,0,1,6.6,80,30.5,20.8
9989,2010-11-29,0,1,3.5,79,29,20.6
10310,2010-11-30,0,0,8.2,76,28.4,18.2
263,2010-12-01,0,0,9,68,27,15.2
611,2010-12-02,0,0,8.7,76,27,14.6
959,2010-12-03,0,0,8.9,76,28,14.5
1307,2010-12-04,0,2,8,78,28.5,15.2
1655,2010-12-05,0,6,0,80,25.8,15.6
2003,2010-12-06,0,5,0,85,24.6,18.8
2351,2010-12-07,1,4,1.6,78,28.2,18.5
2699,2010-12-08,0,7,0.1,89,26.5,18.4
3047,2010-12-09,4,8,0,96,23.8,19.6
3395,2010-12-10,8,7,0.7,86,25.5,20
3743,2010-12-11,0,2,8.8,77,28.5,19.5
4091,2010-12-12,0,1,6.3,76,28,17
4439,2010-12-13,0,1,5.6,78,26.2,17.8
4787,2010-12-14,0,3,3.4,78,24,15.5
5135,2010-12-15,0,0,7.4,74,26,13.5
5483,2010-12-16,0,0,7.3,81,24.8,13
5831,2010-12-17,0,0,7.7,81,26.5,14
6179,2010-12-18,0,0,7.6,78,25.6,13.2
6527,2010-12-19,0,0,8.2,76,25.5,12.4
6875,2010-12-20,0,0,8.3,72,25.2,12.5
7223,2010-12-21,0,0,8.5,72,25.5,12
7571,2010-12-22,0,0,7.8,75,24,11.5
7919,2010-12-23,0,0,7.6,76,25.5,10.6
8267,2010-12-24,0,0,7.2,74,26,11
8615,2010-12-25,0,0,7.7,78,25.5,12.4
8963,2010-12-26,0,0,7.9,74,25.5,10.8
9311,2010-12-27,0,0,8.4,75,26,10.6
9659,2010-12-28,0,0,8.5,75,25,10.5
9990,2010-12-29,0,0,7.5,77,26.6,11
10311,2010-12-30,0,0,6.9,79,26,11.7
10542,2010-12-31,0,0,7.7,80,27,12.8
264,2011-01-01,0,0,6.9,76,28.5,13.6
612,2011-01-02,0,0,5.7,78,22.5,16
960,2011-01-03,0,0,7.7,79,22,10.5
1308,2011-01-04,0,0,3.4,86,21.6,11
1656,2011-01-05,0,2,8,78,23.5,12
2004,2011-01-06,0,0,7.9,78,23.5,12.8
2352,2011-01-07,0,0,7.7,79,24,10.8
2700,2011-01-08,0,1,6.9,81,24.5,11.5
3048,2011-01-09,0,3,6.7,79,26,13.3
3396,2011-01-10,0,0,8.9,73,22.8,12.3
3744,2011-01-11,0,1,0,90,15.8,9
4092,2011-01-12,0,0,5.2,84,17.7,8
4440,2011-01-13,0,0,6.3,85,19.6,8.5
4788,2011-01-14,0,2,3.8,89,19.6,10
5136,2011-01-15,0,0,6,81,24.5,10
5484,2011-01-16,0,0,2.8,83,26.5,13
5832,2011-01-17,0,0,8.8,64,24,12.5
6180,2011-01-18,0,0,8.2,72,23.4,9
6528,2011-01-19,0,1,8.6,78,26.8,10.5
6876,2011-01-20,0,0,8.2,70,25.4,13.5
7224,2011-01-21,0,0,7.7,72,23.7,11.4
7572,2011-01-22,0,0,8,76,24.3,10.6
7920,2011-01-23,0,0,7.5,75,25.7,11
8268,2011-01-24,0,0,8.1,70,27.2,12.5
8616,2011-01-25,0,0,7,78,27.5,13
8964,2011-01-26,0,0,6.6,77,27.5,14
9312,2011-01-27,0,0,6.2,70,25.7,15.5
9660,2011-01-28,0,0,9.4,63,26,14.6
9991,2011-01-29,0,0,8.3,66,25.6,11.5
10312,2011-01-30,0,0,7.3,70,26.5,14.3
10543,2011-01-31,0,0,7.3,78,28,15.7
265,2011-02-01,0,0,8.3,73,27.4,15.3
613,2011-02-02,0,0,9.6,69,26.4,12.3
961,2011-02-03,0,0,8.2,75,27,12.5
1309,2011-02-04,0,0,8.6,74,27.5,14.8
1657,2011-02-05,0,0,8.4,72,28.5,14.5
2005,2011-02-06,0,0,9.1,72,30,15.3
2353,2011-02-07,0,0,7.4,76,29.5,15.8
2701,2011-02-08,0,0,9,73,32.5,15.5
3049,2011-02-09,0,0,8,77,31,18.5
3397,2011-02-10,0,0,9.9,64,29,16.2
3745,2011-02-11,0,0,9.8,68,28.4,13.5
4093,2011-02-12,0,0,10,67,29,14.4
4441,2011-02-13,0,1,7.8,73,29.7,15
4789,2011-02-14,0,0,8.5,74,30.5,18
5137,2011-02-15,0,1,8.2,77,33,21
5485,2011-02-16,0,0,9.1,70,32.3,22
5833,2011-02-17,0,2,5,76,28.5,19.4
6181,2011-02-18,0,0,7.7,68,26.6,17
6529,2011-02-19,0,3,7,72,28.3,18.3
6877,2011-02-20,0,4,0.6,74,26.5,20.4
7225,2011-02-21,0,7,0,75,25,19.5
7573,2011-02-22,1,0,9.6,69,28,15
7921,2011-02-23,0,0,10,70,28.7,14.5
8269,2011-02-24,0,1,10.2,65,29.2,14.5
8617,2011-02-25,0,0,10.1,64,29.8,13.4
8965,2011-02-26,0,0,9.6,66,30.5,15
9313,2011-02-27,0,0,9.4,70,30,16.5
9661,2011-02-28,0,0,10.5,58,29,15
266,2011-03-01,0,0,9.9,64,29.6,12.5
614,2011-03-02,0,0,10.1,65,30.5,13.5
962,2011-03-03,0,0,9.7,67,32.7,16
1310,2011-03-04,0,0,9.1,63,34,18
1658,2011-03-05,0,0,9.1,67,35.5,20
2006,2011-03-06,0,0,9.4,62,33.4,21
2354,2011-03-07,0,0,10.4,59,32.3,17.2
2702,2011-03-08,0,0,10.1,59,32.7,16.2
3050,2011-03-09,0,0,10,62,35.4,18
3398,2011-03-10,0,3,8.8,69,35.5,19.8
3746,2011-03-11,0,8,2,79,30.8,23.5
4094,2011-03-12,2,1,8.8,63,32.2,20
4442,2011-03-13,0,1,9.3,67,33.2,19.8
4790,2011-03-14,0,3,7,74,32.5,21.8
5138,2011-03-15,0,3,5.5,73,32,20.7
5486,2011-03-16,0,0,9.1,73,32.6,19.8
5834,2011-03-17,0,2,9.3,71,33.2,20
6182,2011-03-18,0,2,9,68,32,21.6
6530,2011-03-19,0,3,8.7,73,32.4,24.4
6878,2011-03-20,0,4,7.7,75,33,24.8
7226,2011-03-21,0,1,8.7,75,34.2,24.5
7574,2011-03-22,0,3,3.9,80,32.6,24.9
7922,2011-03-23,0,2,8.5,75,36.6,24
8270,2011-03-24,0,5,8.2,75,33.5,22.6
8618,2011-03-25,1,5,4.3,74,32.4,21.8
8966,2011-03-26,0,4,7.4,73,33.8,24.7
9314,2011-03-27,0,4,8.8,68,33,21
9662,2011-03-28,3,2,7.6,76,32.6,20.6
9992,2011-03-29,0,4,8.9,71,33.9,20.1
10313,2011-03-30,0,6,5.5,77,31.5,23
10544,2011-03-31,10,3,8.3,77,33,21
267,2011-04-01,3,1,9.3,74,34,22.2
615,2011-04-02,0,2,8.2,75,33.5,24.5
963,2011-04-03,0,3,7.6,75,33.8,24.4
1311,2011-04-04,0,4,8.5,75,33.4,22.2
1659,2011-04-05,0,4,2.7,80,31,21.5
2007,2011-04-06,0,1,9.8,75,33.4,21.5
2355,2011-04-07,0,0,10.1,66,35.7,21.5
2703,2011-04-08,0,1,8.1,67,35.6,22.5
3051,2011-04-09,0,3,6.3,77,35.4,23.4
3399,2011-04-10,0,1,6.1,78,35,24
3747,2011-04-11,0,1,8.9,61,35.6,24
4095,2011-04-12,0,0,10,61,37.3,23.5
4443,2011-04-13,0,1,9.3,66,36.5,24
4791,2011-04-14,0,4,6.2,71,35.5,26
5139,2011-04-15,4,3,7.6,70,35.2,23
5487,2011-04-16,0,3,9.3,68,36.2,25.1
5835,2011-04-17,0,3,9,73,35.6,25.5
6183,2011-04-18,0,2,9.9,74,36,26
6531,2011-04-19,4,2,10.6,68,34.2,21.6
6879,2011-04-20,0,3,4.6,80,34.1,26.6
7227,2011-04-21,8,5,8.1,75,35.5,22.2
7575,2011-04-22,1,8,0.6,71,32.5,23.2
7923,2011-04-23,0,4,6.1,74,35.6,24.8
8271,2011-04-24,2,3,10,72,34.5,24.3
8619,2011-04-25,0,6,4.8,84,32,23.5
8967,2011-04-26,2,5,6.7,70,32.5,20.6
9315,2011-04-27,0,4,8.8,74,32.9,23
9663,2011-04-28,0,3,4.6,83,32,23
9993,2011-04-29,4,1,9.8,75,33,21.4
10314,2011-04-30,0,2,9,72,35,25
268,2011-05-01,0,4,9.5,73,35.2,25.6
616,2011-05-02,0,4,8,75,34.3,26
964,2011-05-03,1,5,8.6,75,34.6,23.6
1312,2011-05-04,13,4,5.2,82,31.7,22.5
1660,2011-05-05,23,5,7.8,77,33.5,22.7
2008,2011-05-06,0,2,8.9,80,33.2,26
2356,2011-05-07,0,3,9.3,75,35.3,25.8
2704,2011-05-08,0,2,8.4,72,35,25
3052,2011-05-09,0,1,10.5,73,37.2,26.2
3400,2011-05-10,0,3,8.2,77,36.5,26.4
3748,2011-05-11,0,7,2.6,87,34,27.4
4096,2011-05-12,14,5,6,80,35.5,22.6
4444,2011-05-13,0,4,8.3,75,36.5,27.5
4792,2011-05-14,18,6,7.9,76,35.7,23.4
5140,2011-05-15,0,3,8.4,78,36.2,28
5488,2011-05-16,0,1,9.7,72,36.5,27.5
5836,2011-05-17,0,2,9.8,73,36.4,27.5
6184,2011-05-18,0,5,6.1,77,35.5,27.5
6532,2011-05-19,19,8,0,87,28,21.3
6880,2011-05-20,0,3,6,72,32.4,22.5
7228,2011-05-21,0,6,9.2,78,34.5,27
7576,2011-05-22,14,5,2.3,82,34.4,22.4
